user,camera,lens,panohead,tripod,software
EdwardFink,Nikon-D70s,Sigma-8mm,NodalNinja-3,?,Ptgui-?
FrancisFougere,Canon-5D,Canon-16to35mmL,Manfrotto-303sph,yes,RealvizStitcher-4
DevlinFrancis,Nikon-D200,Nikkor-10.5mm,360precision,?,PtguiPro-8
DaniFuchs,Canon-40D,Tokina-10to17mm,NodalNinja-3,?,PtguiPro-?
ToniGarbasso,Nikon-D700,Nikkor-10.5mm-Shaved,none,handheld,Ptgui-?
AntonioVictorGarciaSerrano,Canon-5D,Canon-15mm,360precision,Manfrotto-?,Ptgui-?
CarolingGeary,Canon-300D,Canon-50mm,NodalNinja-?,yes,Photoshop
ElizabethGentile,Nikon-D70,Nikkor-10.5mm,NodalNinja-5,Monopod,Ptgui-?
JamesGentles,Nikon-CP8400,Nikon-FCE9,Kite,?,Ptgui-?
ChristopherGlick,Canon-50D,Peleng-8mm,?,?,Photoshop
DawidGorny,Canon-400D,Sigma-8mm3.5,NodalNinja-3,yes,PtguiPro-?
HironoriHagiwara,Canon-5D,?,?,yes,?
RobertHagqvist,Canon-?,Nikon-FCE9,LensRing-BoPhoto,?,PtguiPro-?
GabiHaindl,Nikon-D300,Nikkor-10.5mm,Manfrotto-QTVR,?,Ptgui-?
TimHatch,Canon-50D,Peleng-8mm,NodalNinja-3,yes,?
KWayneHeil,Nikon-D300,Sigma-8mm,none,handheld,Ptgui-?
RogerHein,Nikon-D700,Sigma-15mm,Acratech,Benro-227CF,PtguiPro-?
DonHofstee,Nikon-D300,Nikkor-10.5mm,?,?,?
MartinHrdlicka,?,?,Helicopter,?,?
PeterHuck,Canon-?,Sigma-10to20mm,custom,yes,?
MarcHuff,Canon-400D,Sigma-8mm,NodalNinja-5,yes,PtguiPro-8.2
EdwardHuff,Nikon-D70s,Nikkor-10.5mm,360precision,Manfrotto-?,Ptgui-?
MichaelHundrieser,Canon-40D,Sigma-8mm,NodalNinja-?,Manfrotto-?,?
AndreyIlyin,Nikon-D300,Nikkor-10.5mm,NodalNinja-5,?,?
AleksandarJanicijevic,Panasonic-?,?,none,handheld,Ptgui-?
WillyKaemena,Nikon-D300,Sigma-8mm,none,handheld,Ptgui-?
YoshiyukiKaneko,?,?,?,?,Photoshop
DeanKaramehmedovic,Nikon-D300,Nikkor-10.5mm,360precision,?,?
JanWillemKattenbeld,Nikon-D300,Sigma-8mm,?,?,?
HenkKeijzer,Olympus-E30,Peleng-8mm,Panosaurus,Velbon-?,Hugin
AndreyKharuk,Nikon-D300,Sigma-10to20mm,NodalNinja-3,?,?
RikuichiKishimoto,Canon-5D,??-8mm,none,handheld,?
ErikKrause,Canon-5D,Zenitar-16mm,?,?,Ptgui-?
MarkusKrueger,Canon-5D,Sigma-15mm,?,?,?
GerardKuster,Canon-5D,Tokina-10to17mm,custom,Manfrotto-?,Ptgui-?
JuhaniLaiho,Nikon-D40x,Nikkor-10.5mm,Peaceriver-3Sixty,Gitzo-G1228,PTmac-?
EvaLaMar,Nikon-D90,Nikkor-10.5mm,Kaidan-?,Manfrotto-?,PtguiPro-?
CharlesLampman,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,yes,PtguiPro-?
JeanGuyLathuiliere,Canon-5D,Nikkor-10.5mm,Panosaurus,Manfrotto-?,RealvizStitcher-5.5
YischonLiaw
DanLin,Canon-5D,Sigma-8mm3.5,?,?,?
JannLipka,Canon-5D,?,?,?,Ptgui-?
JoakimLoeber,Nikon-D300,Nikkor-10.5mm,Manfrotto-QTVR,?,Ptgui-?
SergeMaandag,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,Ptgui-?
AlexMakienko,Nikon-D80,Nikkor-10.5mm,?,?,PanoLab
RobertoMancuso,Nikon-D70s,Nikkor-10.5mm,?,Feisol-?,Ptgui-?
KeithMartin,Fuji-S5Pro,Nikkor-10.5mm,360precision,Calumet-?,?
IsaacMartinez,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-8.02
JuergenMatern,Sony-?,Sigma-8mm,custom,?,PtguiPro-?
MarkusMatern,Sony-DSLRA700,Sigma-8mm,custom,Monopod,PtguiPro-?
JohnMcKenzieMcIntosh,Nikon-D300,Nikkor-12to24mm,Manfrotto-302,Manfrotto-190,QTVRAS
LennartMollerstrom,Canon-20D,Pentax-DA10to17mm,NodalNinja-3,Benro-?,Hugin
MarcinMroz,Nikon-D90,Sigma-8mm,?,Manfrotto-?,Photoshop
NakaokaHideto
LeeNelson,Canon-400D,Canon-10to22mm,NodalNinja-SPH1,yes,QTVRAS
JoachimNickel,Nikon-D300,Nikkor-10.5mm,?,?,RealvizStitcher-?
BjornKareNilssen,Olympus-C7070WZ,Raynox-DCR185,NodalNinja-?,Velbon-?,Ptgui-?
ErichNussbaumer,Nikon-CP990,?,?,yes,?
HansNyberg,Canon-5D,Canon-15mm,Manfrotto-300n,?,Ptgui-?
PeterODonnell,Canon-1DSmark3,Canon-15mm,NodalNinja-5,?,Ptgui-?
BrianOReilly,Nikon-D200,Nikkor-10.5mm,360precision,yes,Ptgui-?
PaulPalmer,Nikon-D80,Nikkor-10.5mm,NodalNinja-3,Manfrotto-055,Ptgui-?
AramPan,Nikon-D300,Sigma-8mm,360precision,?,?
NeilParris,Canon-40D,Canon-10to22mm,NodalNinja-3,yes,Ptgui-?
HubertPawlowski,Canon-50D,Sigma-8mm,NodalNinja-3,Manfrotto-190,PtguiPro-?
StevePendleton,Canon-20D,Sigma-8mm,NodalNinja-3,Manfrotto-190,PtguiPro-?
ClemensPfeiffer
GeorgPickartz,Nikon-D80,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,Ptgui-?
TomPollak,Nikon-D2x,Sigma-8mm,none,handheld,PTmac-3
PiotrPopik,Canon-20D,Peleng-8mm,?,?,Ptgui-4.1
BrunoPostle,Nikon-D100,Peleng-8mm,none,handheld,Hugin
Sunqiaoen,Nikon-D300,Nikkor-10.5mm,?,yes,?
CarstenRees,Canon-5D,Sigma-12to24mm,Manfrotto-303sph,?,RealvizStitcher-?
MarcoReinhardt,Canon-?,Sigma-?,NodalNinja-3,?,Ptgui-?
TordRemme,Canon-30D,Sigma-8mm3.5,360precision,Manfrotto-?,PTmac-?
InakiRezola,Nikon-D300,Nikkor-10.5mm,none,handheld,Ptgui-?
RolfRis,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Monopod,PtGui-?
PatRooney,Canon-5D,Sigma-8mm,none,handheld,PtguiPro-?
GeorgeRow,Canon-5D,Zenitar-16mm,Kaidan-Kiwi,Manfrotto-190,Hugin
KerryRudy,Nikon-D300,Nikkor-10.5mm,?,?,PtguiPro-?
GerardoSanchez,Nikon-D80,Sigma-8mm,NodalNinja-?,yes,Ptgui-?
AndySavage,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,yes,Ptgui-?
DavidSchaubert,Canon-400D,Peleng-8mm,NodalNinja-3,Velbon-?,PtguiPro-?
ReinhardSchmolze,Pentax-K200,Pentax-DA10to17mm,Kaidan-Kiwi,?,Ptgui-?
GoranSekulic,Nikon-CP5700,?,?,?,PanoTools
MiguelSepulveda,Olympus-E1,Zuiko-8mm,Manfrotto-303sph,yes,Ptgui-?
NormanShapiro,Nikon-D70,Nikkor-10.5mm,custom,Gitzo-?,PTmac-?
CarlosEduardoSouquett,Nikon-D90,Nikkor-10.5mm,NodalNinja-?,Manfrotto-?,Ptgui-?
ShawnSteigner,Canon-30D,Nikkor-10.5mm,?,?,PtguiPro-?
TomStriewisch,Canon-5D,Nikkor-10.5mm,Wasserrohrschelle,Manfrotto-190,Ptgui-?
KenStuart,Nikon-D70,Nikkor-10.5mm,?,?,PtguiPro-?
SunXiaosheng,Nikon-D300,Nikkor-10.5mm,?,yes,?
MaciejGSzling,Nikon-D70,Nikkor-10.5mm,?,?,?
MichelThoby,Canon-5D,Tokina-10to17mm,?,?,?
AlessandroUgazio,Nikon-D80,Nikkor-10.5mm,Panosaurus,Manfrotto-?,Ptgui-?
AndrewVarlamov,Pentax-istDS,Pentax-DA10to17mm,NodalNinja-3,Manfrotto-190,Ptgui-?
HansVonWeissenfluh,Nikon-D200,Nikkor-10.5mm,360precision,yes,Ptgui-?
RichardWall,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,?,Ptgui-?
PaulWigginton,Canon-50D,?,?,Manfrotto-055,PTmac-?
HowardWilkinson,Canon-5D,Sigma-15mm,Manfrotto-303sph,Gitzo-?,PtguiPro-?
JohnWilson
RobinWilson,Canon-50D,Sigma-8mm,?,?,PTmac-?
ChrisWitzani,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Manfrotto-Monopod,PtguiPro-?
KeijiYokotani,Canon-5D,Tokina-10to17mm,Agnos-MRotatorTCP,Slik-?,Ptgui-?
WalkerYoung,Canon-5D,Sigma-8mm,?,?,Ptgui-?
FungYu,?,?,?,?,?
JerzyZamora,Canon-1000D,?,custom,yes,Ptgui-?
