user,camera,lens,panohead,tripod,software
DavidDiederich,Nikon-CP4300,?,?,yes,?
MichelDuChesne,Fuji-S2,Sigma-8mm,?,?,?
FrantisekDurec,Nikon-CP4300,Nikon-FCE8,custom,yes,Ptgui-?
JohnFellers,Canon-D10,Sigma-8mm,custom,Monopod,Ptgui-?
EdwardFink,Nikon-D70,Sigma-8mm,Kaidan-QuickPanIII,?,Ptgui-?
RaphaelFiorina,Canon-?,?,Manfrotto-?,yes,?
RobertFisher,Fuji-S2Pro,Nikkor-10.5mm,custom,Manfrotto-?,PTmac-?
AreFlagan,Nikon-D70,Sigma-8mm,?,?,PTmac-?
FrancisFougere,Canon-300D,Sigma-?,Kaidan-Kiwi,yes,?
AndrasFrenyo,Fuji-S2Pro,Nikkor-8mm,?,?,?
DaniFuchs,Canon-G5,?,custom,yes,PtguiPro-?
YasuhiroFujimoto,Nikon-CP995,Nikon-WCE63,Manfrotto-303sph,MDeVe-aluminumvideo,RealvizStitcher-?
RyanGalt,Nikon-D100,Nikkor-8mm,Kaidan-QuickPanIII,?,PTmac-?
JacekGancarson,Nikon-CP990,?,?,yes,?
AntonioVictorGarciaSerrano,Canon-10D,Sigma-8mm,Manfrotto-?,Manfrotto-?,Ptgui-?
ChristianGavin,Olympus-E1,Olympus-14to54mm,Kaidan-QuickPanSpherical,Manfrotto-?,RealvizStitcher-5.0
CarolingGeary,Canon-300D,Canon-18to55mm,none,handheld,QTVRAS
ElizabethGentile,Nikon-D70,Nikkor-10.5mm,Manfrotto-?,Manfrotto-?,RealvizStitcher-?
KazGeorge,?,?,?,?,QTVRAS
TomasGerber,?,?,Manfrotto-?,yes,?
DavidGerhard,Nikon-CP4500,Nikon-FCE8,custom,yes,PTmac-?
BerndGitte,?,?,Manfrotto-303sph,?,?
ChristopherGlick,Fuji-?,?,Kaidan-Kiwi,Velbon-?,VRWorx
DavidGoldwasser,Canon-20D,Canon-10to22mm,none,Monopod,RealvizStitcher-?
RobertoGomezTorres,Nikon-CP995,Nikon-FCE8,Kaidan-Kiwi,?,Ptgui-?
DarrellGoss,Canon-10D,Sigma-8mm,Kaidan-QuickPan?,?,?
SachaGriffin,Minolta-Dimage7,?,?,?,PanoTools
SamirAhmed,Canon-10D,Sigma-15mm,custom,yes,?
HansHagen,Canon-10D,Sigma-8mm,Manfrotto-?,Manfrotto-?,PTmac-?
GabiHaindl,Nikon-CP5000,Nikon-FCE8,Manfrotto-QTVR,?,PTmac-?
KarlHarrison,Canon-20D,Canon-10to22mm,Kaidan-QuickPanSpherical,?,RealvizStitcher-?
TimHatch,Nikon-CP995,Nikon-FCE8,Kaidan-Kiwi,?,Ptgui-?
BruceHemming,Nikon-CP990,?,Kaidan-Kiwi,yes,PTmac-?
GrantHermanson,Nikon-CP8700,?,Kaidan-QuickPanIII,?,?
DonHofstee,Nikon-D70,Sigma-8mm,?,?,?
JohnHoughton,Canon-D60,Sigma-8mm,custom,Velbon-?,Ptgui-?
MarkHouston,Nikon-D1x,Nikkor-10.5mm,custom,yes,RealvizStitcher-5.0
RogerHoward,Canon-20D,Sigma-8mm,?,?,?
ChristianHueller,Nikon-CP5000,Nikon-FCE8,?,yes,?
EdwardHuff,Nikon-D70,Sigma-8mm,Kaidan-?,yes,PTmac-?
ShujiInoue,Nikon-D100,?,Manfrotto-QTVR,?,Hugin
SachioIzumi,Nikon-D100,Sigma-8mm,Kaidan-?,Manfrotto-?,Photoshop
AndrewJakowleff,?,Nikon-FCE8,none,handheld,PanoTools
TudorJenkins,Canon-10D,Sigma-8mm,Manfrotto-?,yes,Ptgui-?
MichaelLJordan,Canon-300D,Canon-18to55mm,?,?,VRWorx
WillyKaemena,Nikon-D70,Nikkor-8mm,?,?,PTmac-?
KatKalamaras,Nikon-D100,Nikkor-10.5mm,Kaidan-QuickPanIII,?,RealvizStitcher-?
PeterKavanagh,Canon-?,?,Kaidan-Kiwi,yes,QTVRAS
TerryKelly,Canon-10D,Sigma-8mm,custom,yes,RealvizStitcher-?
GeorgeKountouris,Fuji-?,Sigma-?,?,?,PanoTools
ErikKrause,Fuji-S4Pro,Zenitar-16mm,?,?,Ptgui-?
JohnEKroll,Nikon-D70,Nikkor-10.5mm,Manfrotto-303sph,Manfrotto-?,RealvizStitcher-?
GerardKuster,Canon-10D,Sigma-8mm,custom,Manfrotto-?,PTmac-?
JuhaniLaiho,Fuji-S2Pro,Nikkor-10.5mm,Peaceriver-3Sixty,?,PTmac-?
ClaudioLanconelli,Nikon-D70,Peleng-8mm,none,Monopod,Hugin
TomLassiter,Fuji-S2,Nikkor-10.5mm,Manfrotto-303sph,yes,PTmac-?
JesseLee,Nikon-D100,Sigma-8mm,?,?,Ptgui-?
BrooksLeffler,Nikon-CP8700,Nikon-FCE9,Kite,?,PTmac-?
JookLeung,Nikon-D70,Nikkor-8mm,?,?,?
YuvalLevy,?,?,Manfrotto-300n,Manfrotto-?,Ptgui-?
YischonLiaw
JimLiesenfeld,Canon-D60,Canon-17to40mmL,Kaidan-QuickPanIII,?,PTmac-?
MikeLin,Nikon-D70,Nikkor-10.5mm,?,?,RealvizStitcher-?
RikLittlefield,Canon-300D,Sigma-8mm,none,Monopod,Ptgui-?
JoakimLoeber,Nikon-CP990,Nikon-FCE8,Manfrotto-QTVR,?,PTmac-?
GaryMackender
AlexMakienko,Nikon-?,Sigma-15mm,?,?,?
RobertoMancuso,Canon-300D,Canon-16to35mmL,Agnos-cubic,Manfrotto-?,PTmac-?
GiorgioMarchetto,Nikon-CP5000,Nikon-FCE8,Kaidan-Kiwi,yes,Ptgui-?
IsaacMartinez,Nikon-CP5700,?,Kaidan-Kiwi,?,VRWorx
ChiaraMasieroSgrinzatto,Nikon-D100,??-8mm,?,?,Photoshop
MarkusMatern,Nikon-CP995,?,?,yes,?
PeterMcCready
MichaelMcKelvey,Canon-10D,Sigma-?,Kaidan-?,Manfrotto-?,?
JohnMitchener,Canon-10D,Sigma-8mm,Kaidan-Kiwi,yes,PTmac-?
AlfredoMora,Canon-?,?,?,?,QTVRAS
MikeMorper,Canon-20D,Sigma-8mm,Manfrotto-303sph,?,PTmac-?
ThomasMottl,Sigma-SD9,Sigma-8mm,Manfrotto-303sph,?,RealvizStitcher-?
WaleedNassar,Nikon-CP990,?,?,?,Ptgui-?
BenNelson,Nikon-CP5000,Nikon-WCE24,Kaidan-QuickPanIII,?,PTmac-?
LeeNelson,Canon-300D,Canon-18to55mm,Kaidan-Kiwi,yes,QTVRAS
JoachimNickel,Nikon-D70,Nikkor-10.5mm,?,?,?
BeateDeNijs,Nikon-CP5700,?,none,handheld,Photoshop
JakobNorstedtMoberg,Nikon-D70,Sigma-8mm,Panosaurus,yes,?
HansNyberg,Canon-20D,Sigma-8mm,custom,yes,PanoTools
PeterNyfeler,Nikon-D70,Nikkor-10.5mm,custom,Manfrotto-Monopod,Ptgui-?
PeterODonnell,Canon-20D,?,Kaidan-?,Manfrotto-?,RealvizStitcher-?
BrianOReilly,Nikon-D100,Nikkor-10.5mm,360precision,yes,?
OsamuOkada,Nikon-D70,Nikkor-10.5mm,Manfrotto-303sph,?,Ptgui-?
ErikOlsen,Nikon-D70,?,Kaidan-?,yes,?
NikosPachtas,Canon-300D,Sigma-8mm,?,?,Ptgui-?
RodolphoPajuaba,Nikon-CP4500,Nikon-FCE8,Manfrotto-302,Manfrotto-?,Ptgui-?
JackPenland,Nikon-CP5700,?,?,?,QTVRAS
MatsPersson,Canon-300D,?,?,Manfrotto-?,PanoTools
TomPollak,Nikon-CP990,Nikon-FCE8,?,?,?
PiotrPopik,Canon-300D,Peleng-8mm,?,?,Ptgui-?
TobiasPort
RobertoPortolese,Nikon-D70,Sigma-12to24mm,Manfrotto-QTVR,yes,VRWorx
MikePosehn,Canon-?,Canon-16to35mmL,ReallyRightStuff,yes,?
LauriePrice,Nikon-CP995,Nikon-FCE8,Kaidan-Kiwi,Manfrotto-?,PTmac-?
GaryQuigg,Nikon-D70,?,?,Slik-?,?
RanaMahmood,Canon-300D,Sigma-8mm,?,?,RealvizStitcher-4
ThomasRauscher,Fuji-S7000,?,custom,yes,Ptgui-?
InakiRezola,Nikon-D70,Nikkor-10.5mm,custom,yes,Ptgui-?
SantiagoRibas,Nikon-D70,Sigma-8mm,Manfrotto-?,Manfrotto-?,PTmac-?
RolfRis,Nikon-D70,Nikkor-10.5mm,?,?,PTmac-?
ThomasRist,Nikon-CP990,?,custom,yes,Ptgui-?
AdamRobinski,Canon-300D,?,?,?,Ptgui-?
PatRooney
EricRougierAndCecileBrand,Nikon-D70,?,Manfrotto-304sph,Manfrotto-?,?
ScottRowed,Nikon-D70,Nikkor-10.5mm,custom,yes,Ptgui-?
FadiSaikali,Nikon-D70,?,?,?,?
PeterScherbarth,Canon-?,Sigma-8mm,custom,Manfrotto-?,PTmac-?
HelmutSchierer,Canon-10D,Sigma-8mm,custom,yes,Ptgui-?
MarioWSchild,Nikon-D100,Nikkor-10.5mm,Manfrotto-?,yes,RealvizStitcher-4
JimScott,Nikon-D70,Nikkor-10.5mm,Kaidan-QuickPanIV,yes,IPIX
NormanShapiro,Nikon-D70,Nikkor-18to70mm,custom,Manfrotto-?,QTVRAS
EldarSharir
BobShindel,Nikon-CP950,Nikon-FCE8,Kaidan-Kiwi,yes,VRWorx
PhilipSilver,Nikon-?,?,?,?,?
YanivSirton,Nikon-D70,Sigma-8mm,?,?,?
WalterSistrunk,Kodak-?,?,Kaidan-?,yes,Photoshop
SkipSteuart,Canon-?,Sigma-8mm,Kaidan-?,yes,PanoTools
ScottStillman,Nikon-D1x,Nikkor-10.5mm,Manfrotto-303sph,yes,RealvizStitcher-?
TomStriewisch,Canon-?,?,?,?,PanoTools
KenStuart,Nikon-D70,Sigma-8mm,?,?,PTmac-?
ShelleyStuart,Nikon-D70,Sigma-8mm,?,?,?
YoshitoTakagi,Canon-10D,?,Kaidan-QuickPanIV,?,?
HansDieterTeschner,Canon-300D,Peleng-8mm,custom,?,Ptgui-?
MickaelTherer
RobertThien,Canon-10D,Canon-17to40mmL,Kaidan-?,Manfrotto-?,RealvizStitcher-5.0
OlivierThoby,Canon-20D,Sigma-8mm,?,?,?
MichelThoby,Canon-20D,Sigma-8mm,none,Monopod,?
RichardVallon,Canon-10D,Sigma-14mm,Kaidan-?,yes,?
BrunoVandermarliere,Nikon-D100,Sigma-8mm,Kaidan-?,yes,PTmac-?
RomualdVareuse,Canon-1DS,??-8mm,?,?,PTmac-?
TamasVarga
LucaVascon,Nikon-D100,Sigma-8mm,Agnos-MRotatorC,?,Photoshop
JoseMiguelVega
GillesVidal,Canon-20D,Canon-17to40mmL,?,?,RealvizStitcher-4
BernhardVogl,Fuji-S2Pro,Sigma-8mm,custom,Monopod,?
PascalVuylsteker,Nikon-D70,Sigma-8mm,Kaidan-Kiwi,yes,PTmac-?
HaraldWalker,Fuji-S2Pro,Sigma-15mm,Manfrotto-303sph,yes,?
RichardWall,Sony-MVCCD500,?,?,?,Photoshop
BillWard,Nikon-D100,Sigma-8mm,none,Monopod,Ptgui-?
DeanWeaver,Kodak-?,Sigma-8mm,Kaidan-?,yes,Panoweaver
RobinWilson,Canon-300D,Peleng-8mm,?,?,PTmac-?
KeithWilson,Fuji-S2Pro,Nikkor-10.5mm,none,handheld,Ptgui-?
JohnWilson,Nikon-CP5000,Nikon-FCE8,Manfrotto-302,Manfrotto-?,PTmac-?
ChrisWitzani,Nikon-?,Sigma-?,none,handheld,PanoTools
RichardWoeber,Nikon-D70,Nikkor-10.5mm,Manfrotto-303sph,?,?
WalkerYoung,Canon-20D,Sigma-8mmf4,?,?,?
JerzyZamora,Canon-PowerShotA40,builtin,custom,yes,RealvizStitcher-?
StefaniaZangrando,Nikon-D100,Sigma-8mm,Agnos-MRotatorC,yes,Ptgui-?
