user,camera,lens,panohead,tripod,software
UriCogan,Nikon-D700,Nikkor-10.5mm,NodalNinja-3,yes,PtguiPro-?
PaulCowley
AriedeRuiter,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-?
JohnDobbins,Nikon-D90,Nikkor-10.5mm,NodalNinja-?,Gitzo-?,PtguiPro-?
RichardCDrew,Canon-40D,Sigma-8mm,Agnos-MRotator?,Manfrotto-?,Ptgui-?
JuergenEidt,Nikon-D700,Sigma-8mm,none,handheld,?
CarlvonEinem,Nikon-?,Heliar-12mm,Novoflex,yes,Hugin
ColinEwington,Canon-7D,Sigma-8mm,?,?,PtguiPro-?
EdwardFink,Nikon-D70s,Sigma-8mm,NodalNinja-3,?,Ptgui-?
MarkFink,Canon-5D,Tokina-10to17mm,PinnacleVR,yes,Ptgui-?
FrancisFougere,Canon-5D,Canon-16to35mmL,Manfrotto-303sph,yes,RealvizStitcher-4
DaniFuchs,Canon-40D,Tokina-10to17mm,NodalNinja-3,?,PtguiPro-?
AntonioVictorGarciaSerrano,Canon-5D,Canon-15mm,360precision,yes,Ptgui-?
CarolingGeary,Canon-300D,Canon-10to22mm,NodalNinja-?,yes,Photoshop
JamesGentles,Nikon-CP8400,Nikon-FCE9,Kite,?,Ptgui-?
ChristopherGlick,Canon-350D,Peleng-8mm,NodalNinja-?,?,Ptgui-?
GabiHaindl,Nikon-D300,Nikkor-10.5mm,Novoflex,?,Ptgui-?
BruceHemming
DonHofstee,Nikon-D90,Nikkor-10.5mm,?,?,Ptgui-?
EdwardHuff,Nikon-D300,Nikkor-10.5mm,360precision,none,Ptgui-?
MarcHuff,Canon-7D,Sigma-8mm,none,handheld,PtguiPro-?
MichaelHundrieser,Canon-5D,Tokina-10to17mm,none,Monopod,?
WillyKaemena,Nikon-D300,Sigma-8mm,?,yes,?
DeanKaramehmedovic,Canon-5D,Canon-15mm,360precision,?,?
KatoKazuhiro,Ricoh-GX200,Raynox-DCR185,?,?,?
HenkKeijzer,Olympus-E30,Peleng-8mm,none,handheld,Hugin
DieterKik,Nikon-D200,Sigma-8mm,Seitz-VRdrive,?,Ptgui-?
RikuichiKishimoto,Canon-5D,Sigma-8mm,none,handheld,?
RandyKosek,Canon-5D,Canon-15mm,360precision,Manfrotto-?,PtguiPro-?
ErikKrause,Canon-5D,?,?,?,Ptgui-?
GerardKuster,Canon-5D,Tokina-10to17mm,360precision,Manfrotto-?,PtguiPro-?
NihadKustra,Canon-1000D,Tokina-10to17mm,NodalNinja-3,?,?
JuhaniLaiho,Nikon-D40x,Nikkor-10.5mm,Peaceriver-3Sixty,Gitzo-G1228,Ptgui-?
JeanGuyLathuiliere,Canon-5D,Nikkor-10.5mm,Panosaurus,Manfrotto-?,RealvizStitcher-5.5
KarynLaudisi,Nikon-D90,Sigma-8mm,NodalNinja-3,Manfrotto-190,Ptgui-?
JesseLee,Nikon-D70,Sigma-8mm,?,yes,Ptgui-?
AndyLeffler,Nikon-D80,Peleng-8mm,NodalNinja-?,Manfrotto-?,?
JohnLKLeith,Canon-500D,?,Panosaurus,Velbon-?,?
JookLeung,Canon-5D,Canon-10to22mm,?,?,?
YischonLiaw
JannLipka,Canon-5D,Tokina-10to17mm,NodalNinja-?,?,Hugin
JoakimLoeber,Nikon-D300,Nikkor-10.5mm,Novoflex,?,PtguiPro-?
BoLorentzen,?,??-8mm,LensRing-BoPhoto,Gitzo-?,?
DomingosLuna,Nikon-D300,Tokina-10to17mm,custom,yes,Hugin
RobertoMancuso,Nikon-D70s,Nikkor-10.5mm,?,Feisol-?,Ptgui-?
JPatMarse,Canon-450D,Sigma-?,NodalNinja-5,yes,Ptgui-?
KeithMartin,Nikon-D3x,Nikkor-10.5mm-Shaved,360precision,Monopod,?
IsaacMartinez,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-?
MarkusMatern,Sony-DSLRA700,Sigma-8mm,custom,Monopod,PtguiPro-?
JuergenMatern,Sony-?,Sigma-?,custom,?,PtguiPro-?
LennartMollerstrom,Pentax-K20D,Pentax-DA10to17mm,NodalNinja-3,Benro-?,Hugin
MarcinMroz,Nikon-D90,Sigma-8mm,?,Manfrotto-?,Photoshop
VilMuhametshin,Canon-350D,?,Kaidan-?,yes,Ptgui-?
NakaokaHideto,Canon-5D,Nikkor-10.5mm,?,?,?
BrianOReilly,Nikon-D200,Nikkor-10.5mm,360precision,yes,Ptgui-?
EvaPitt,Canon-50D,?,?,yes,Ptgui-?
TomPollak,Nikon-D2x,Sigma-8mm,NodalNinja-?,Manfrotto-?,PTmac-3
PiotrPopik,Canon-20D,Peleng-8mm,?,?,Ptgui-4.1
VladimirPopov,Pentax-MZ5,Zenitar-16mm,?,yes,PanoTools
BrunoPostle,Nikon-D100,Peleng-8mm,?,?,Hugin
TommyPoung,Nikon-?,?,?,?,?
CarstenRees,Canon-5D,Canon-15mm,Manfrotto-303sph,?,PtguiPro-?
InakiRezola,Nikon-D300,Nikkor-10.5mm,none,Monopod,Ptgui-?
BrianRichards,Nikon-D300,Nikkor-10.5mm,?,?,?
RolfRis,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Monopod,PtguiPro-?
PatRooney,Canon-500D,Sigma-8mm,NodalNinja-3,?,PtguiPro-?
GeorgeRow,Canon-5D,Zenitar-16mm,Kaidan-Kiwi,Manfrotto-190,Hugin
GerardoSanchez,Nikon-D90,Sigma-8mm,none,handheld,Ptgui-?
AndySavage,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,yes,Ptgui-?
DavidSchaubert,Canon-400D,Peleng-8mm,NodalNinja-3,Monopod,PtguiPro-?
ReinhardSchmolze,Pentax-K200,Pentax-DA10to17mm,NodalNinja-SPH2,?,?
MiguelSepulveda
NormanShapiro,Nikon-D70,Nikkor-10.5mm,custom,Gitzo-?,PTmac-?
BobShindel,Nikon-CP950,?,Kaidan-Kiwi,yes,Photoshop
CarlosEduardoSouquett,Nikon-D300,Nikkor-10.5mm,NodalNinja-5,Manfrotto-?,RealvizStitcher-?
ShawnSteigner,Canon-40D,Sigma-8mm,LensRing-?,Manfrotto-?,Ptgui-?
MartinStrehle,Canon-7D,Sigma-8mm,?,?,PtguiPro-?
TomStriewisch,Canon-5D,Tokina-10to17mm-Shaved,?,?,Ptgui-?
KenStuart,Nikon-D90,Nikkor-10.5mm,360precision,Monopod,PtguiPro-?
MaciejGSzling,Nikon-D70s,Nikkor-10.5mm,?,?,PtguiPro-?
EugeneTanner,Canon-1DmarkII,?,Novoflex,yes,?
MichelThoby,Canon-5D,Tokina-10to17mm,custom,Manfrotto-190,PtguiPro-?
AndrewVarlamov,Pentax-K20D,Peleng-8mm,NodalNinja-3,Monopod,PtguiPro-?
BernhardVogl,Nikon-D700,Zenitar-16mm,NodalNinja-?,yes,Ptgui-?
RichardWall,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,Velbon-?,PtguiPro-?
PhilipWarner,Canon-30D,Sigma-8mm,NodalNinja-5,?,Ptgui-?
AloisWechselberger,Nikon-D300,Sigma-8mm,NodalNinja-5,Manfrotto-055,?
CLiffordPWilliams,Canon-400D,Sigma-8mm,custom,Manfrotto-190,PtguiPro-?
JohnWilson,Nikon-CP5000,Nikon-FCE8,Manfrotto-302,Manfrotto-?,Ptgui-?
RobinWilson,Canon-350D,Sigma-8mm,?,?,PTmac-?
KeijiYokotani,Canon-5D,Tokina-10to17mm,Agnos-MRotatorTCP,Slik-?,Ptgui-?
WalkerYoung,Canon-5D,??-8mm,?,?,?
FungYu,Canon-40D,Sigma-8mm,none,Monopod,Ptgui-?
KresimirZimonic,Canon-G9,?,?,?,?
