user,camera,lens,panohead,tripod,software
RobertoPortolese,Nikon-D70,Sigma-12to24mm,Manfrotto-303sph,Velbon-Sherpa,RealvizStitcher-4
MikePosehn,Canon-?,Canon-15mm,?,Manfrotto-?,Ptgui-?
MarkoPotocnik,Canon-300D,Peleng-8mm,custom,yes,?
LauriePrice
ChrisARaber,?,?,Kaidan-Kiwi,yes,RealvizStitcher-3.1
BrianRaines,Nikon-D70,Sigma-8mm,Jasper,yes,Ptgui-?
ThomasRauscher,Fuji-S7000,?,custom,yes,Ptgui-?
AndrewReid,Canon-300D,??-8mm,?,yes,?
OliverRennen,Nikon-D70,Nikkor-10.5mm,Manfrotto-303sph,Manfrotto-?,Ptgui-?
GaborRev,Canon-350D,Sigma-8mm,?,Manfrotto-?,Ptgui-?
InakiRezola,Nikon-D70,Nikkor-10.5mm,custom,yes,Ptgui-?
RolfRis,Nikon-D70,Nikkor-10.5mm,?,Manfrotto-055,PTmac-?
ThomasRist,Nikon-CP990,?,custom,yes,Ptgui-?
AdamRobinski,Canon-300D,Zenitar-16mm,?,?,Ptgui-?
PatRooney
UweRossberg,?,?,?,?,?
KayUweRosseburg,Fuji-S2,Sigma-8mm,?,?,Ptgui-?
EricRougierAndCecileBrand,Nikon-D70,Nikkor-10.5mm,360precision,?,?
GeorgeRow,Minolta-Dimage7,Minolta-7.2to50.8mm,Kaidan-Kiwi,yes,VRWorx
BrandonRowell,Canon-20D,??-8mm,Manfrotto-303sph,yes,?
VanRoyko
CarlRudlinton,Nikon-CP4500,?,?,Manfrotto-190,?
DanRuettimann,Fuji-S2,Nikkor-17to35mm,?,Manfrotto-?,QTVRAS
JohnRyan
GerardoSanchez,Nikon-CP5000,Nikon-FCE8,custom,yes,PanoTools
JonStabellSauge,Canon-10D,??-8mm,?,?,?
DavidSchaubert,Olympus-D40,?,?,yes,PTmac-?
PeterScherbarth,Canon-?,Sigma-8mm,custom,Manfrotto-?,PTmac-?
MarioWSchild,Nikon-?,?,?,Manfrotto-?,?
ReinhardSchmolze,Pentax-istDS,?,Kaidan-Kiwi,?,?
RolandSchock,Canon-?,?,?,?,?
NormanShapiro,Nikon-D70,Nikkor-18to70mm,?,Manfrotto-?,QTVRAS
BrysonShearwood,Nikon-D100,Peleng-8mm,Manfrotto-303sph,yes,?
BobShindel,Nikon-CP950,Nikon-WCE63,Kaidan-Kiwi,yes,VRWorx
PedroSilva
PhilipSilver,Nikon-?,?,?,?,?
CedricSimon,Canon-350D,Peleng-8mm,?,Manfrotto-?,?
YanivSirton,Nikon-D70,Sigma-8mm,?,?,?
JacekSlezak,Nikon-D1x,Peleng-8mm,?,?,PTmac-?
CarltonSooHoo,Nikon-D70,Nikkor-10.5mm,Agnos-MRotatorTCP,Manfrotto-?,Panoweaver
JoshvonStaudach,Canon-10D,Sigma-8mm,Manfrotto-303sph,yes,PanoTools
ShawnSteigner,Canon-20D,Sigma-8mm,Manfrotto-303sph,?,?
SkipSteuart,Canon-?,Sigma-8mm,Kaidan-?,yes,PTmac-3
PaulStewart
WolfgangStich,Nikon-CP5000,??-8mm,custom,Manfrotto-?,Ptgui-?
ScottStillman,Nikon-D1x,Nikkor-10.5mm,Manfrotto-303sph,Manfrotto-3021,RealvizStitcher-?
MichaelStoss,Canon-300D,Peleng-8mm,Manfrotto-303sph,yes,Ptgui-?
TomStriewisch,?,Sigma-8mm,none,Monopod,?
KenStuart,Fuji-S7000,?,none,handheld,Photoshop
GregTakacs,Nikon-D70,?,NodalNinja-?,Velbon-?,RealvizStitcher-4
YoshitoTakagi,Canon-10D,Sigma-8mm,360precision,yes,?
ChristopherKTalbot,Nikon-D100,?,?,Manfrotto-?,PTmac-3
SeanTamblyn,Canon-20D,Canon-18to55mm,?,Manfrotto-?,Photoshop
MatthiasTaugwalder,Nikon-D70,Nikkor-10.5mm,?,?,RealvizStitcher-?
MickaelTherer,Canon-D10,Nikkor-10.5mm,?,?,PTmac-?
RobertThien,Canon-10D,??-8mm,Kaidan-?,Manfrotto-?,RealvizStitcher-?
OlivierThoby,Canon-20D,Sigma-8mm,custom,yes,?
MichelThoby,Canon-20D,Sigma-8mm,?,?,?
AlexanderThomsen,Canon-300D,Sigma-8mm,?,?,?
BenignoToda,Seitz-Roundshot,??-8mm,?,?,?
DuduTresca,Nikon-CP950,Nikon-FCE8,none,handheld,PTmac-?
DouglasUrner,Nikon-D70,Nikkor-18to70mm,Manfrotto-?,yes,RealvizStitcher-?
ErikVandenBroeck,Seitz-Roundshot,?,custom,yes,RealvizStitcher-?
AndrewVarlamov,Pentax-?,?,?,yes,RealvizStitcher-4
LucaVascon,Canon-D10,Sigma-8mm,Agnos-MRotator?,?,Ptgui-?
KoenVerschaeren,Nikon-D70,Nikkor-10.5mm,360precision,yes,PTmac-?
PaulVictorine,Nikon-CP995,Nikon-FCE8,?,?,PTmac-3
GillesVidal,Canon-20D,Sigma-8mm,?,?,Ptgui-?
BernhardVogl,Nikon-D70,Nikkor-10.5mm,custom,yes,Ptgui-?
KlausVoigt,Canon-300D,Peleng-8mm,custom,yes,Hugin
BillWard,Nikon-D100,Sigma-8mm,custom,yes,Ptgui-?
BillEWard,Canon-20D,Canon-10to22mm,custom,yes,?
JimWatters,Nikon-CP995,Nikon-FCE8,?,?,Ptgui-?
CraigWills,Canon-?,?,?,yes,RealvizStitcher-5.0
JohnWilson,Nikon-CP5000,Nikon-FCE8,Manfrotto-302,Manfrotto-?,PTmac-?
RobinWilson,Canon-300D,Peleng-8mm,?,?,PTmac-?
EricWong
JanvanderWoning,Nikon-D70,Nikkor-18to70mm,?,?,?
FengYansu,Nikon-CP4500,Nikon-FCE8,?,yes,PanoTools
KeijiYokotani,Canon-350D,Sigma-8mm,Kaidan-QuickPanIV,?,PTmac-?
WalkerYoung,Canon-20D,Sigma-8mm,?,?,Ptgui-?
FungYu
KazuyoshiYura,Nikon-CP5000,Nikon-FCE9,none,Monopod,Ptgui-?
JerzyZamora,Canon-PowerShotA40,builtin,custom,yes,RealvizStitcher-?
VictorZaveduk,Minolta-A2,?,NodalNinja-SPH1,?,Ptgui-?
