user,camera,lens,panohead,tripod,software
OliKeinath,Fuji-S2,Sigma-8mm,?,?,PTmac-?
IanusKeller,?,?,?,?,?
MasanaoKimura,Nikon-D70,?,?,?,PTmac-?
JoeKing,Nikon-CP5400,?,?,?,RealvizStitcher-?
HelmutKoelbach
StefanKokemueller,Fuji-S2Pro,?,Kaidan-?,yes,RealvizStitcher-?
HoyleKoontz,Nikon-D70,Sigma-8mm,Manfrotto-303sph,?,?
ErikKrause,Nikon-?,Zenitar-16mm,none,Monopod,Ptgui-?
GerardKuster,Canon-10D,Sigma-8mm,custom,Manfrotto-?,PTmac-?
JuhaniLaiho,Fuji-S2Pro,Nikkor-10.5mm,Peaceriver-3Sixty,?,PTmac-?
IanLalonde,Nikon-D70,Sigma-8mm,?,?,Photoshop
ClaudioLanconelli,Nikon-D70,Peleng-8mm,Panosaurus,?,Hugin
FlemmingVLarsen,Nikon-D70,Peleng-8mm,none,Monopod,?
TomLassiter,Fuji-S2,Nikkor-10.5mm,Manfrotto-303sph,yes,PTmac-?
JesseLee,Nikon-D100,Sigma-8mm,none,handheld,Ptgui-?
AndyLeffler,Nikon-CP4300,Nikon-FCE9,?,?,?
BrooksLeffler,Nikon-CP8700,Nikon-FCE9,custom,yes,PTmac-?
YuvalLevy,Canon-350D,?,none,handheld,PanoTools
JinhaiLi,Nikon-CP4500,Nikon-FCE8,?,yes,PanoTools
YischonLiaw
MikeLin,Nikon-D70,Nikkor-10.5mm,?,?,RealvizStitcher-?
LiuZen,?,Tokina-17mm,?,?,PanoTools
JoakimLoeber,Nikon-CP990,Nikon-FCE8,Manfrotto-QTVR,?,PTmac-?
BoLorentzen,Nikon-CP5400,Nikon-FCE9,LensRing-BoPhoto,?,?
MarcoLuethi
SimonMaguire,Nikon-D70,Peleng-8mm,?,?,Panoweaver
AlexMakienko,Nikon-?,Sigma-8mm,custom,?,?
RobertoMancuso,Canon-300D,Canon-16to35mmL,Agnos-cubic,Manfrotto-?,?
OliverMann,Fuji-S2,Nikkor-10.5mm,?,?,?
AndrewMann,Nikon-CP990,?,Kaidan-?,yes,?
GiorgioMarchetto,Nikon-CP5000,?,Kaidan-Kiwi,yes,?
JoanMaricle,Nikon-?,Nikkor-10.5mm,?,?,?
PaulMartens,Seitz-Roundshot,?,?,?,?
JeffreyMartin,Canon-300D,Peleng-8mm,?,?,Ptgui-?
IsaacMartinez,Nikon-CP8700,?,Kaidan-Kiwi,?,VRWorx
ChiaraMasieroSgrinzatto,Yashica-FX107,Peleng-8mm,yes,Manfrotto-190,Ptgui-?
WilliamMatar
MarkusMatern,Nikon-CP995,Nikon-WCE63,custom,Monopod,Ptgui-?
JuergenMatern,Minolta-Dynax7D,Zenitar-16mm,?,yes,Ptgui-?
DanielMaurer,Canon-?,Sigma-8mm,?,?,?
JohnMitchener,Canon-10D,Sigma-8mm,none,handheld,?
AlfredoMora,Canon-G3,?,?,?,QTVRAS
MikeMorper,Canon-20D,?,Manfrotto-303sph,?,PTmac-?
ThomasMottl,Sigma-SD9,Sigma-15mm,Manfrotto-303sph,?,RealvizStitcher-4
WaleedNassar,Nikon-CP990,?,?,?,PanoTools
MarioNavarrete,Canon-300D,Canon-18to55mm,Manfrotto-?,Manfrotto-?,?
StephaneNegri,Canon-300D,Canon-10to22mm,Kaidan-?,yes,RealvizStitcher-4
LeeNelson,Canon-300D,Canon-18to55mm,Kaidan-Kiwi,yes,QTVRAS
BenNelson,Nikon-CP5000,Nikon-WCE24,Kaidan-QuickPanIII,?,PTmac-3
AndrewNemeth,Leica M6TTL,Leica-16mm,custom,Monopod,?
JoachimNickel,Nikon-D70,Nikkor-10.5mm,?,?,?
AkilaNinomiya,Nikon-CP4500,?,Kaidan-360one,?,QTVRAS
JakobNorstedtMoberg,Nikon-D70,Sigma-8mm,Panosaurus,Monopod,?
HansNyberg,Canon-20D,Sigma-8mm,custom,Monopod,PanoTools
PeterNyfeler,Nikon-D70,Nikkor-10.5mm,custom,Monopod,Ptgui-?
PeterODonnell,Canon-20D,Canon-18to55mm,Kaidan-?,Manfrotto-?,RealvizStitcher-?
BrianOReilly,Nikon-D100,Nikkor-10.5mm,360precision,yes,PTmac-?
MichaelOistad,Nikon-CP995,Nikon-FCE8,custom,Manfrotto-?,Ptgui-?
ErikOlsen,Nikon-D70,?,Kaidan-?,Manfrotto-?,?
RodolphoPajuaba,Nikon-CP4500,Nikon-FCE8,none,handheld,Ptgui-?
LauraPearson,Canon-20D,Sigma-8mm,Manfrotto-302,Manfrotto-?,PTmac-?
WillPearson,Nikon-D70,Nikkor-10.5mm,?,?,?
MarkPearson,Canon-20D,Sigma-8mm,none,handheld,PTmac-?
JuliePecenco,Nikon-D70,Nikkor-18to70mm,Panosaurus,?,Ptgui-?
MatsPersson,Canon-300D,Canon-18to55mm,custom,Manfrotto-?,PanoTools
NormanPeters,?,?,?,yes,Ptgui-4.1
TomPollak,Nikon-CP990,Nikon-FCE8,?,?,?
PiotrPopik,Canon-?,Peleng-8mm,?,?,Ptgui-?
TobiasPort,Canon-?,?,?,Manfrotto-?,?
RobertoPortolese,Nikon-CP8700,Nikon-FCE9,Agnos-MRotatorB,yes,Panoweaver
MikePosehn,Canon-1DS,Canon-15mm,?,?,?
GaryQuigg,Panasonic-?,?,?,yes,?
BrianRaines,Nikon-D70,Sigma-8mm,?,yes,Ptgui-?
RanaMahmood,Canon-300D,Sigma-8mm,?,?,RealvizStitcher-4
KarlHeinzRasch,Nikon-D100,?,?,Manfrotto-?,?
ThomasRauscher,Fuji-S7000,?,custom,Benbo-?,Ptgui-?
OliverRennen,Nikon-D70,Nikkor-10.5mm,Manfrotto-303sph,Manfrotto-?,Ptgui-?
InakiRezola,Nikon-D70,Nikkor-10.5mm,?,yes,Ptgui-?
RolfRis,Nikon-D70,Nikkor-10.5mm,?,Manfrotto-055,PTmac-3
ThomasRist,Nikon-CP990,?,custom,yes,Ptgui-?
PatRooney,Canon-300D,?,?,?,?
KayUweRosseburg,Fuji-S2Pro,Sigma-8mm,?,?,Ptgui-?
GeorgeRow,Minolta-Dimage7,Minolta-7.2to50.8mm,Kaidan-Kiwi,yes,VRWorx
ScottRowed,Nikon-D70,?,custom,Monopod,Ptgui-?
BrandonRowell,Canon-1DS,Sigma-8mm,Manfrotto-303sph,yes,?
DanRuettimann,Fuji-S2,Nikkor-17to35mm,?,Manfrotto-?,QTVRAS
RusuLaurentiu,Canon-PowerShotA80,builtin,?,?,?
JohnRyan,?,?,?,yes,PanoramaFactory
FadiSaikali,Nikon-CP995,?,custom,?,Photoshop
MartinSammtleben,Canon-?,?,?,?,QTVRAS
GerardoSanchez,Nikon-CP5000,Nikon-FCE8,custom,yes,PanoTools
ClemensScharmann,?,?,?,?,Photoshop
DavidSchaubert,Olympus-D40,?,?,yes,Photoshop
PeterScherbarth,Canon-?,Sigma-8mm,custom,Manfrotto-?,PTmac-?
HelmutSchierer,Canon-10D,Sigma-8mm,custom,yes,Ptgui-?
MarioWSchild,Nikon-?,Nikkor-10.5mm,?,?,RealvizStitcher-?
RobertScholz,Canon-20D,Sigma-8mm,?,?,Ptgui-?
JohnESchwarzell,Nikon-D100,Sigma-8mm,Kaidan-?,Manfrotto-?,?
FulvioSenore,Nikon-CP5000,?,none,Monopod,Ptgui-?
NormanShapiro,Nikon-D70,Nikkor-18to70mm,custom,Manfrotto-?,QTVRAS
EldarSharir
BobShindel,Nikon-CP950,Nikon-WCE63,Kaidan-Kiwi,yes,RealvizStitcher-?
PedroSilva
PhilipSilver,Nikon-?,?,?,?,Photoshop
CedricSimon,Nikon-CP4500,Nikon-FCE8,none,handheld,Ptgui-4.1
YanivSirton,Nikon-D70,Sigma-8mm,?,?,?
WalterSistrunk,Kodak-?,?,Kaidan-?,yes,?
JacekSlezak,Nikon-D1x,Sigma-8mm,?,Manfrotto-?,PTmac-?
JoshvonStaudach,Canon-10D,Sigma-8mm,Manfrotto-303sph,yes,Photoshop
ShawnSteigner,Canon-20D,Sigma-8mm,Manfrotto-303sph,yes,?
SkipSteuart,Canon-?,Sigma-8mm,Kaidan-?,yes,PanoTools
PaulStewart
ScottStillman,Nikon-D1x,Nikkor-10.5mm,Manfrotto-303sph,yes,RealvizStitcher-?
TomStriewisch,Canon-20D,Sigma-8mm,none,Monopod,PanoTools
KenStuart,Nikon-D70,Sigma-8mm,none,handheld,PTmac-?
RudiSzabo,Canon-PowerShotA75,Nikon-FCE9,custom,yes,PanoTools
YoshitoTakagi,Canon-10D,Sigma-8mm,Kaidan-QuickPanIV,?,?
SeanTamblyn,Canon-20D,Canon-18to55mm,?,Manfrotto-?,Photoshop
DanTaylor,Nikon-?,Nikkor-10.5mm,?,?,QTVRAS
YiorgosTeo,Nikon-CP8400,Nikon-FCE9,?,?,?
HansDieterTeschner,Canon-300D,Peleng-8mm,custom,yes,Ptgui-?
MickaelTherer,Nikon-D100,Nikkor-10.5mm,none,handheld,PTmac-?
RobertThien,Canon-10D,Sigma-8mm,?,?,RealvizStitcher-?
MichelThoby,Canon-20D,Sigma-8mm,none,handheld,?
OlivierThoby,Canon-20D,Sigma-8mm,none,Monopod,?
AlexanderThomsen,Canon-300D,Sigma-8mm,?,?,PTmac-?
DuduTresca,Nikon-CP950,Nikon-FCE8,none,handheld,PTmac-?
DouglasUrner,Nikon-D70,?,?,?,RealvizStitcher-?
RomualdVareuse,Canon-1DS,?,?,?,PTmac-?
AndrewVarlamov,Pentax-?,?,custom,yes,RealvizStitcher-4
CarolinaVasquez
KoenVerschaeren,Nikon-D70,Nikkor-10.5mm,?,?,PTmac-?
GillesVidal,?,?,?,?,?
BernhardVogl,Fuji-S2,Sigma-8mm,none,Monopod,Ptgui-?
PascalVuylsteker,Nikon-D70,Sigma-8mm,none,handheld,PTmac-3
RichardWall,Sony-MVCCD500,?,?,yes,Photoshop
BillWard,Nikon-D100,Sigma-8mm,none,Monopod,Ptgui-?
JimWatters,Nikon-CP995,Nikon-FCE8,custom,?,Ptgui-?
WernerWeber,Nikon-D100,Sigma-8mm,?,?,?
EdwinWildeboer,Nikon-CP950,Nikon-WCE24,Kaidan-Kiwi,Manfrotto-?,PanoTools
JohnWilson,Nikon-CP5000,Nikon-FCE8,Manfrotto-302,Manfrotto-?,PTmac-?
RobinWilson,Canon-300D,Peleng-8mm,?,?,PTmac-?
PeterWinkler,Canon-10D,Sigma-14mm,Kaidan-?,Manfrotto-?,?
ChrisWitzani,Nikon-?,Sigma-8mm,none,handheld,PanoTools
JanvanderWoning,Nikon-D70,?,?,?,?
JamesYang,Canon-10D,Sigma-8mm,?,?,?
WalkerYoung,Canon-20D,Sigma-8mm,?,?,PanoTools
JerzyZamora,Canon-PowerShotA40,builtin,custom,yes,RealvizStitcher-?
