user,camera,lens,panohead,tripod,software
NormanShapiro,Nikon-D70,Nikkor-10.5mm,custom,Gitzo-?,PTmac-?
AlexanderSpielberg,Canon-500D,Peleng-8mm,?,yes,?
ShawnSteigner,Canon-40D,Canon-16to35mmL,Manfrotto-300n,Manfrotto-?,?
DimitarStoychev,Nikon-D60,?,?,?,?
TomStriewisch,Canon-5D,Tokina-10to17mm-Shaved,?,Manfrotto-190,Ptgui-?
KenStuart,Nikon-D70,Nikkor-10.5mm,?,?,PtguiPro-?
PatSwovelin,Canon-50D,Sigma-8mm3.5,NodalNinja-5,Manfrotto-190,Ptgui-8.1.5
MaciejGSzling,Nikon-D70,Nikkor-10.5mm,?,?,PtguiPro-?
TommyTurner,Canon-300D,Sigma-8mm,none,Manfrotto-Monopod,Ptgui-8.1.5
AndrewVarlamov,Canon-20D,Pentax-DA10to17mm,NodalNinja-3,Manfrotto-190,PtguiPro-8.2
GarretVeley,Canon-5D,Canon-15mm,NodalNinja-3,?,Ptgui-?
RichardWall,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,Velbon-?,PtguiPro-8.2
JimWatters,Nikon-D70s,Nikkor-10.5mm,NodalNinja-?,?,Ptgui-?
KathyWheeler,Nikon-D70,Peleng-8mm,?,yes,Ptgui-?
CLiffordPWilliams,Canon-400D,Sigma-8mm,custom,?,?
RobinWilson,Canon-50D,Sigma-8mm,?,?,PTmac-?
JohnWilson,Nikon-CP5000,Nikon-FCE8,Manfrotto-302,Manfrotto-?,Ptgui-?
KeijiYokotani,Canon-5D,Tokina-10to17mm,Agnos-MRotatorTCP,Slik-?,Ptgui-?
WalkerYoung,Canon-5D,Sigma-8mm,?,?,Ptgui-?
FungYu,Canon-40D,Sigma-8mm3.5,custom,yes,?
VictorZaveduk,Nikon-D90,Nikkor-10.5mm,LensRing-BoPhoto,?,PtguiPro-?
