user,camera,lens,panohead,tripod,software
RicardoCambon,Canon-5D,Nikkor-10.5mm,?,?,Ptgui-?
BruceECantrall,Olympus-FE310,?,?,none,?
DouglasCape,Nikon-D200,Sigma-?,?,?,?
MaurizioCastelli,Nikon-CP4500,?,Agnos-MRotator?,?,Panoweaver
JobyCatto,Canon-400D,Sigma-8mm3.5,NodalNinja-3,?,RealvizStitcher-5.6
UriCogan,Nikon-D80,Nikkor-10.5mm,none,Monopod,Ptgui-?
AlainCollet,?,?,?,?,?
PaulCowley
LeszekCuper,Nikon-?,Nikkor-10.5mm,?,?,?
LaurentDEGEBHARDT
YangDehua,Canon-350D,Sigma-8mm,NodalNinja-3,yes,Ptgui-?
WilliamMDelabarre,Nikon-D50,?,Kaidan-QuickPanIV,yes,Ptgui-?
AriedeRuiter,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,?,PtguiPro-?
VivekDevBurman,Nikon-D200,Nikkor-10.5mm,Manfrotto-303sph,Gitzo-?,Ptgui-?
JohnDobbins,Nikon-?,Nikkor-10.5mm,360precision,Gitzo-?,PtguiPro-?
BerndDohrmann,Canon-400D,Sigma-8mm,custom,Monopod,Ptgui-?
RichardCDrew,Canon-40D,Sigma-8mm,Agnos-MRotator?,Manfrotto-?,Ptgui-?
JuergenEidt,Nikon-D50,Sigma-8mm,NodalNinja-3,?,?
CarlvonEinem,Mamiya-7II,?,Novoflex,Manfrotto-?,Hugin
IgnacioFerrando,Nikon-D3,Nikkor-10.5mm,?,?,?
EdwardFink,Nikon-D70s,Sigma-8mm,Helicopter,?,Ptgui-?
FrancisFougere,Canon-5D,Canon-16to35mmL,Manfrotto-303sph,yes,RealvizStitcher-4
DevlinFrancis,Nikon-D200,Nikkor-10.5mm,360precision,?,PtguiPro-?
MartinFrech,Seitz-Roundshot,?,Seitz-?,?,Photoshop
DaniFuchs,Canon-40D,Peleng-8mm,Panosaurus,?,PtguiPro-?
RodionGalanev
ToniGarbasso,Fuji-S5Pro,Nikkor-10.5mm,?,?,Ptgui-?
AntonioVictorGarciaSerrano,Canon-5D,Canon-15mm,360precision,Monopod,Ptgui-?
CarolingGeary,Canon-300D,Canon-50mm,?,yes,QTVRAS
ElizabethGentile,Nikon-D300,Nikkor-10.5mm,NodalNinja-5,yes,Photoshop
JamesGentles,Nikon-CP8400,Nikon-FCE9,Kite,?,Ptgui-?
NikosGiannakopoulos,Canon-?,Sigma-?,?,Manfrotto-?,Ptgui-?
PhilipGiles,Canon-20D,Nikkor-10.5mm,?,?,Ptgui-?
ChristopherGlick,Canon-350D,Peleng-8mm,NodalNinja-3,Velbon-?,Photoshop
RobertoGomezTorres,Nikon-D300,Nikkor-10.5mm,ReallyRightStuff,yes,PtguiPro-7.8
MannyGonzalez,Nikon-D2x,Sigma-8mm,NodalNinja-5,?,Ptgui-?
MauroGoulart,Fuji-S5,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,?
RalphGreene,Nikon-D100,Nikkor-10.5mm,none,handheld,Ptgui-?
LoicLeGuilly
HansHagen,Canon-20D,Sigma-8mm,none,handheld,PTmac-?
HironoriHagiwara,Canon-5D,?,?,yes,?
JinHai,Canon-400D,Sigma-8mm,NodalNinja-3,yes,Ptgui-?
GabiHaindl,Nikon-D300,Nikkor-10.5mm,Manfrotto-QTVR,?,Ptgui-?
MahmoodHamidi,Nikon-D80,Sigma-8mm,custom,Manfrotto-?,?
TimHatch,Canon-350D,Peleng-8mm,NodalNinja-3,yes,Ptgui-?
KWayneHeil,Nikon-D200,Nikkor-10.5mm,Seitz-?,Gitzo-?,Ptgui-?
DanHeimsoth,Canon-?,Sigma-8mm,NodalNinja-3,Slik-SprintPro,Ptgui-?
RogerHein,Nikon-D70,Sigma-15mm,Acratech,Benro-?,Photoshop
BruceHemming,Canon-5D,Nikkor-10.5mm-Shaved,none,Manfrotto-Monopod,Ptgui-?
KlausHerr,Panasonic-?,?,?,yes,Ptgui-?
ValTHoang,Canon-?,Sigma-8mm,?,?,?
DonHofstee,Nikon-D300,Nikkor-10.5mm,?,?,?
JohnHoughton,Canon-40D,Tokina-10to17mm,NodalNinja-5,yes,PtguiPro-?
JohnHousser,Canon-40D,Sigma-8mm,none,handheld,Ptgui-?
TraustiHraunfjord,?,?,Panosaurus,yes,?
MartinHrdlicka,Nikon-D200,?,?,?,Ptgui-?
PeterHuck,Canon-?,?,?,yes,Autopano
EdwardHuff,Nikon-D70,Nikkor-10.5mm,360precision,?,Ptgui-?
MarcHuff,Canon-400D,Sigma-8mm,NodalNinja-?,?,PtguiPro-?
MichaelHundrieser,Canon-?,Sigma-8mm,?,yes,?
EduardoHutter,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,?,Ptgui-7.2
AndreyIlyin,Nikon-D300,?,NodalNinja-5,Manfrotto-055,Ptgui-?
KrisztinaImre
AleksandarJanicijevic,Panasonic-?,?,none,handheld,Ptgui-?
BillJunior,Fuji-?,?,?,yes,?
WillyKaemena,Nikon-D300,Sigma-8mm,Manfrotto-300n,Manfrotto-Monopod,Ptgui-?
YoshiyukiKaneko,Canon-30D,Sigma-8mm,?,?,Ptgui-?
DeanKaramehmedovic,Nikon-D200,Nikkor-10.5mm,360precision,?,?
WitekKaszkin,Canon-20D,Sigma-8mm,custom,yes,Ptgui-?
KatoKazuhiro,Minolta-A200,Raynox-DCR185,custom,?,?
KavouklisIraklis,Canon-20D,Sigma-8mm,NodalNinja-3,?,?
HenkKeijzer,Olympus-E300,Peleng-8mm,Panosaurus,?,Hugin
IanKerr
AndreyKharuk,Nikon-D300,Sigma-10to20mm,?,Slik-?,?
DieterKik,Nikon-D200,Sigma-8mm,Seitz-VRdrive,Manfrotto-?,PtguiPro-?
RikuichiKishimoto,Canon-5D,Sigma-8mm,none,handheld,?
BertKnops,Canon-?,?,?,?,?
RandyKosek,Canon-5D,Canon-15mm,360precision,Manfrotto-?,PtguiPro-8.02
GeorgeKountouris,Canon-20D,?,?,?,PanoTools
ErikKrause,Fuji-S4Pro,Zenitar-16mm,?,?,PtguiPro-?
GerardKuster,Canon-5D,Tokina-10to17mm,custom,Manfrotto-?,Ptgui-?
JuhaniLaiho,Nikon-D40x,Nikkor-10.5mm,Peaceriver-3Sixty,Gitzo-G1228,PTmac-?
EvaLaMar,Nikon-D70s,Nikkor-10.5mm,Kaidan-?,yes,Ptgui-?
CharlesLampman,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Velbon-?,PtguiPro-?
TomLassiter,Nikon-D300,??-8mm,none,Monopod,Ptgui-?
JeanGuyLathuiliere,Canon-5D,Nikkor-10.5mm,Panosaurus,Manfrotto-?,RealvizStitcher-5.5
RusuLaurentiu
JohnLaw,Nikon-D3,Nikkor-10.5mm,360precision,Gitzo-?,?
TomLechner,Nikon-D70,Nikkor-10.5mm,?,?,?
JesseLee,Canon-400D,?,Manfrotto-303sph,Manfrotto-?,Ptgui-?
BrooksLeffler,Nikon-D40x,Sigma-8mm,custom,yes,Ptgui-?
JookLeung,Canon-5D,Canon-10to22mm,?,?,?
YuvalLevy,?,?,?,?,?
YischonLiaw
JannLipka,Canon-5D,?,?,?,?
ZhenpingLiu,Nikon-D300,Nikkor-10.5mm,custom,yes,?
LiuZen,?,Tokina-17mm,?,?,?
JaumeLlorens,Canon-5D,Canon-15mm,NodalNinja-?,Slik-?,PtguiPro-8
JoakimLoeber,Nikon-D300,Nikkor-10.5mm,none,Monopod-Philopod,Ptgui-?
PacoLorente,Canon-40D,Tokina-10to17mm,none,handheld,Ptgui-?
BoLorentzen,Olympus-E3,Zuiko-8mm,LensRing-BoPhoto,Gitzo-?,Ptgui-?
SergeMaandag,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,PtguiPro-?
Tony,Nikon-D80,Nikkor-10.5mm,?,?,?
AlexMakienko,Nikon-D80,Nikkor-10.5mm,custom,Slik-?,PanoLab
RobertoMancuso,Canon-?,Canon-15mm,?,?,?
GiorgioMarchetto,Nikon-D300,Nikkor-10.5mm,?,yes,?
KeithMartin,Fuji-S5Pro,Nikkor-10.5mm,360precision,yes,?
MaxMartin,Fuji-S5Pro,Nikkor-10.5mm,360precision,yes,?
IsaacMartinez,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,?,PtguiPro-8.02
JuergenMatern,Sony-DSLRA700,Sigma-8mm,custom,?,Ptgui-?
MarkusMatern,Sony-DSLRA700,Sigma-8mm,custom,Monopod,PtguiPro-?
GeoffMather,Nikon-D300,Sigma-8mm3.5,Panosaurus,Manfrotto-755B,PtguiPro-?
MalcolmMaybury
JohnMcKenzieMcIntosh,Nikon-D200,Nikkor-12to24mm,Manfrotto-302,Manfrotto-190,QTVRAS
KenMcMahon,Canon-20D,Sigma-8mm3.5,360precision,?,?
MichaelMedina,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,?,?
NickMilligan,Fuji-S9600,?,NodalNinja-3,Manfrotto-?,RealvizStitcher-?
TomMills,Canon-5D,Canon-15mm,?,?,?
LennartMollerstrom,Canon-20D,Pentax-DA10to17mm,NodalNinja-3,Benro-?,Hugin
MarcinMroz,Nikon-D80,Sigma-8mm,?,Manfrotto-?,Photoshop
NakaokaHideto
FrankBrunoNapierala,Nikon-D70,Nikkor-8mm,?,?,?
JoachimNickel,Nikon-D300,Nikkor-10.5mm,?,?,RealvizStitcher-?
BjornKareNilssen,Olympus-C7070WZ,Raynox-DCR185,custom,Monopod,?
AkilaNinomiya,Canon-350D,Sigma-8mm,Agnos-MRotator?,?,PtguiPro-?
JakobNorstedtMoberg,Nikon-D3,Nikkor-10.5mm-Shaved,Agnos-MRotatorTCP,yes,?
HansNyberg,Canon-5D,Tokina-10to17mm-Shaved,NodalNinja-3,Monopod,Ptgui-?
PeterODonnell,Canon-1DSmark3,Canon-15mm,Manfrotto-303sph,yes,RealvizStitcher-?
VincentOgloblinsky
ErikOlsen,Nikon-D70,?,?,?,?
RodolphoPajuaba,Nikon-CP4500,Nikon-FCE8,?,?,Ptgui-?
GregoryPanayotou,Canon-30D,?,none,handheld,?
JeanMarcParatte,Nikon-D300,Sigma-8mm3.5,none,Monopod,?
GuyParmentier,Nikon-D70,Sigma-8mm,?,?,?
HubertPawlowski,Canon-350D,Sigma-8mm,NodalNinja-3,Manfrotto-Monopod,Autopano
JuliePecenco,Nikon-D200,Nikkor-10.5mm,NodalNinja-?,Manfrotto-3021,Ptgui-?
GeorgPickartz,Nikon-D80,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,Ptgui-?
EvaPitt,Canon-400D,Sigma-10to20mm,NodalNinja-3,?,Ptgui-?
PiotrPopik,Canon-20D,Peleng-8mm,?,?,Ptgui-4.1
VladimirPopov,Pentax-MZ5,Zenitar-16mm,?,?,PanoTools
RamiroPosada
BrunoPostle,Nikon-D100,Peleng-8mm,none,handheld,Hugin
TommyPoung,Nikon-D300,?,?,?,?
RonRack,Nikon-?,Nikkor-10.5mm,NodalNinja-3,?,?
PeterRees,Nikon-D200,Nikkor-10.5mm,Manfrotto-303sph,?,RealvizStitcher-?
CarstenRees,Canon-5D,Sigma-12to24mm,Manfrotto-303sph,?,RealvizStitcher-?
MarcoReinhardt,Canon-?,Sigma-?,?,?,?
TordRemme,Canon-30D,Sigma-8mm3.5,360precision,Manfrotto-?,PTmac-?
InakiRezola,Nikon-D300,Nikkor-10.5mm,none,Monopod,Ptgui-?
RolfRis,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,Monopod,PtguiPro-?
SamRohn,Nikon-D300,Nikkor-10.5mm,NodalNinja-3,?,Ptgui-?
PatRooney,Canon-40D,Sigma-8mm,none,handheld,PtguiPro-?
HaroldRosenberg,Canon-350D,Sigma-8mm,NodalNinja-3,Monopod,PtguiPro-?
KayUweRosseburg
GeorgeRow
CarlRudlinton,?,??-8mm,none,Monopod,?
KerryRudy,Nikon-D200,Nikkor-10.5mm,?,?,PtguiPro-?
SosukeSakai,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,Gitzo-?,PtguiPro-?
AndreiSakharov
GerardoSanchez,Nikon-D80,Sigma-8mm,NodalNinja-?,yes,Ptgui-?
AndySavage,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,yes,Ptgui-?
ClemensScharmann,Canon-40D,Sigma-8mm,?,?,?
DavidSchaubert,Canon-400D,Peleng-8mm,NodalNinja-3,Velbon-VGB3,PtguiPro-8.02
MarioWSchild,Nikon-D2x,Nikkor-10.5mm,360precision,Manfrotto-?,Ptgui-?
ReinhardSchmolze,Pentax-?,Pentax-14mm,Kaidan-Kiwi,?,QTVRAS
EckartSchoenlau,Canon-5D,Sigma-8mm,?,yes,Ptgui-?
MichaelSchrengohst,Nikon-D200,Nikkor-10.5mm,360precision,yes,?
SasaSekulic,Nikon-D50,Sigma-14mm,Manfrotto-303sph,Manfrotto-?,?
MatthieuSelme
MiguelSepulveda,Olympus-E1,Zuiko-8mm,Manfrotto-303sph,yes,Ptgui-?
NormanShapiro,Nikon-D70,Nikkor-10.5mm,custom,?,PTmac-?
BrysonShearwood
BobShindel,Nikon-CP950,Nikon-WCE63,Kaidan-Kiwi,yes,Photoshop
PedroSilva
JamesSmoother,Canon-5D,Canon-15mm,Manfrotto-300n,Velbon-Sherpa,Ptgui-?
AaronSpence,Nikon-D70,?,360precision,Manfrotto-?,?
AlexanderSpielberg,Canon-450D,Peleng-8mm,?,yes,?
ShawnSteigner,Nikon-?,Nikkor-10.5mm,NodalNinja-3,?,Ptgui-?
PaulStewart
MichaelStoss,Canon-20D,Sigma-8mm,?,?,Ptgui-?
TomStriewisch,Canon-5D,Nikkor-10.5mm,none,Monopod,Ptgui-?
KenStuart,Nikon-D70,Nikkor-10.5mm,?,?,PtguiPro-?
SunXiaosheng,Nikon-D300,Nikkor-10.5mm,custom,yes,?
TakeshiSuzuki,Canon-20D,Sigma-8mm,none,handheld,?
PatSwovelin,Canon-300D,Peleng-8mm,NodalNinja-5Beta,Manfrotto-190,PtguiPro-7.8
IstvanTakacs,Pentax-K10D,Pentax-DA10to17mm,Panosaurus,yes,?
MatthiasTaugwalder,Nikon-D300,Nikkor-10.5mm,Seitz-RoundshotVR,?,?
MichelThoby,Canon-5D,Tokina-10to17mm,NodalNinja-5,Manfrotto-190,?
AlexanderThomsen,Canon-300D,Sigma-8mm,?,?,Ptgui-?
DuduTresca,Canon-40D,Sigma-8mm,custom,Manfrotto-?,Ptgui-?
AlessandroUgazio,Nikon-D80,Nikkor-10.5mm,Panosaurus,Manfrotto-?,Ptgui-?
JoeUrmos,Pentax-K10D,Pentax-DA10to17mm,NodalNinja-3,?,PtguiPro-?
PeterVandehaar,Nikon-D60,Nikkor-10.5mm,none,handheld,Hugin
AndrewVarlamov,Pentax-istDS,Pentax-DA10to17mm,NodalNinja-3,Manfrotto-190,Ptgui-?
GarretVeley,Canon-5D,Canon-15mm,NodalNinja-3,Manfrotto-?,PtguiPro-?
KoenVerschaeren,Olympus-E3,Zuiko-8mm,NodalNinja-5,?,Autopano
HansVonWeissenfluh,Nikon-D200,Nikkor-10.5mm,360precision,yes,?
MarcVos,?,?,?,yes,?
RichardWall,Nikon-D40,Nikkor-10.5mm,?,?,PtguiPro-?
BillWard
JimWatters,Nikon-D70s,Nikkor-10.5mm,custom,yes,Ptgui-?
SimonWheaton,Canon-350D,Canon-10to22mm,Acratech,Gitzo-G1227,Ptgui-?
PaulWigginton
HowardWilkinson,Canon-5D,Sigma-15mm,Manfrotto-303sph,Gitzo-?,PtguiPro-?
JohnWilson,Nikon-CP5000,Nikon-FCE8,Manfrotto-302,Manfrotto-?,Ptgui-?
RobinWilson,Canon-350D,Sigma-8mm,?,?,PTmac-?
ChrisWitzani,Nikon-D70s,Nikkor-10.5mm,?,?,PtguiPro-?
StefanWoinke,Nikon-D300,?,?,?,Ptgui-?
JanvanderWoning,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,?,PtguiPro-?
KeijiYokotani,Canon-350D,Sigma-8mm,Agnos-MRotatorTCP,Slik-?,Ptgui-?
WalkerYoung,Canon-5D,Canon-15mm,?,?,?
FungYu,Canon-40D,Sigma-8mm3.5,custom,yes,?
JerzyZamora,Canon-?,?,custom,yes,Ptgui-?
VictorZaveduk,Nikon-D80,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,PtguiPro-?
AndreiZdetovetchi
JimZellmer
