user,camera,lens,panohead,tripod,software
EdwardBigelow,Nikon-D40x,Peleng-8mm,NodalNinja-2,Monopod,?
RobertBilsland,Nikon-D70,Nikkor-18to70,custom,yes,Ptgui-?
AndreiBodrov,Canon-300D,Sigma-8mm,Manfrotto-304sph,Manfrotto-?,PanoTools
PatrickBorn,Nikon-D70,Nikkor-10.5mm,Manfrotto-303sph,Gitzo-G2220,Ptgui-5.8
RubensBrandao,Samsung-S730,?,?,yes,?
ChristianBraut,Nikon-D300,Nikkor-10.5mm,360precision,yes,RealvizStitcher-?
BostjanBurger,Nikon-D200,??-8mm,Manfrotto-303sph,?,?
NicolasCalluaud,Canon-5D,Sigma-8mm,Manfrotto-?,Manfrotto-?,?
RicardoCambon,?,?,?,?,?
BrenoChristol,Canon-400D,Sigma-8mm,NodalNinja-?,?,?
PaulCowley
RichardCrowest,Canon-350D,Sigma-8mm,360precision,Manfrotto-?,Ptgui-?
FrankvanDam,Canon-400D,Sigma-8mm3.5,NodalNinja-5Beta,Gitzo-1329,PtguiPro-7.5
WilliamMDelabarre,Nikon-D50,?,Kaidan-QuickPanIV,yes,PanoramaFactory
AriedeRuiter,Nikon-D70,Sigma-8mm,NodalNinja-?,?,PtguiPro-7.4
VivekDevBurman,Nikon-D40x,Sigma-8mm3.5,Manfrotto-303sph,Manfrotto-Neotec,?
AlexanderDichev,Canon-400D,Canon-18to55mm,?,yes,?
BerndDohrmann,Canon-400D,Sigma-8mm3.5,?,?,Ptgui-6
JohnDotta,Canon-400D,?,Kaidan-Kiwi,yes,QTVRAS
RichardCDrew,Canon-20D,Sigma-?,Agnos-MRotatorTCP,Manfrotto-?,Ptgui-?
MichelDuChesne,Canon-400D,?,custom,yes,Ptgui-6
ColinEwington,Canon-30D,Canon-15mm,?,?,Ptgui-?
JohnFellers,Nikon-D200,Sigma-8mm,?,Manfrotto-?,Ptgui-?
EdwardFink,Nikon-D70s,Sigma-8mm,NodalNinja-3,?,Ptgui-?
FrancisFougere,Canon-5D,Canon-16to35mmL,Manfrotto-303sph,yes,RealvizStitcher-4
DevlinFrancis,Nikon-D200,Nikkor-10.5mm,360precision,?,PtguiPro-?
AndrasFrenyo,Canon-5D,Nikkor-10.5mm,360precision,Monopod,?
DaniFuchs,Canon-40D,Peleng-8mm,Panosaurus,?,PtguiPro-7.4
GuillaumeFulchiron,Nikon-D70,Sigma-8mm,none,Monopod,Ptgui-?
TomFulmer,Nikon-D70s,Nikkor-10.5mm,?,?,Ptgui-?
ToniGarbasso,Fuji-S5,Sigma-8mm,none,Monopod,?
CarolingGeary,?,?,?,?,Photoshop
ElizabethGentile,Nikon-D70,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,Ptgui-?
JamesGentles,Nikon-CP8400,Nikon-FCE9,custom,?,?
DenisGliksman,Nikon-D2x,Nikkor-10.5mm,?,?,PtguiPro-?
WimGombeer,Nikon-D200,Nikkor-10.5mm,Seitz-VRdrive,?,Ptgui-?
RobertoGomezTorres,Nikon-D300,Nikkor-10.5mm,ReallyRightStuff,yes,PtguiPro-?
FelipeGonzalez,Canon-350D,Peleng-8mm,custom,yes,?
NikolayGrabchuk,Nikon-CP8400,Nikon-FCE8,none,handheld,?
YannisGuillon
HansHagen,Canon-20D,Sigma-8mm,none,handheld,PTmac-?
GabiHaindl,Nikon-CP5000,Nikon-FCE8,Manfrotto-QTVR,?,Ptgui-?
TimHatch,Canon-350D,Peleng-8mm,NodalNinja-3,yes,Ptgui-7.4
KWayneHeil,Nikon-D200,Nikkor-10.5mm,Seitz-RoundshotVR,Gitzo-?,PtguiPro-7.4
DanHeimsoth,Canon-400D,Sigma-8mm,NodalNinja-3,Manfrotto-3201,Ptgui-?
RogerHein,Nikon-D300,Nikkor-10.5mm,Acratech,Benro-227CF,PtguiPro-?
KlausHerr,Panasonic-FZ50,?,custom,yes,Ptgui-7.3
HiroharuShizuya,Canon-5D,Sigma-15mm,?,?,?
AldoHoeben,Fuji-S5Pro,Sigma-8mm,NodalNinja-3,Slik-?,PtguiPro-7.4
DonHofstee,Nikon-D200,Nikkor-10.5mm,?,?,?
RogerHoward
MartinHrdlicka,Nikon-D70s,Nikkor-10.5mm,360precision,?,Ptgui-?
YaomingHu,Canon-350D,Sigma-8mm,?,?,?
QingYunHu,Canon-350D,Sigma-8mm,?,?,?
MarcHuff,Canon-400D,Sigma-8mm,NodalNinja-3,Induo-?,Ptgui-?
MichaelHundrieser,Nikon-D80,Sigma-8mm,NodalNinja-?,Manfrotto-?,?
EduardoHutter,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,?,Ptgui-7.3
AndreyIlyin,Nikon-D200,Sigma-8mm,NodalNinja-5Beta,Manfrotto-055,PtguiPro-7.4
AleksandarJanicijevic,Panasonic-DMCLX2,?,?,?,?
AndersJiras,Nikon-D2x,Nikkor-10.5mm,360precision,yes,?
WillyKaemena,Nikon-D200,Nikkor-8mm,none,Monopod,Photoshop
YoshiyukiKaneko,Canon-10D,Sigma-8mm,?,?,Ptgui-7.5
KatoKazuhiro,Minolta-A200,Raynox-DCR185,custom,?,?
JanWillemKattenbeld,Nikon-D200,Nikkor-10.5mm,?,?,?
HenkKeijzer,Olympus-E300,Peleng-8mm,Panosaurus,?,Hugin
IanKerr
AndreyKharuk,Nikon-D70s,Sigma-10to20mm,NodalNinja-3,Slik-Able300DX,?
DieterKik,Nikon-D200,Sigma-8mm,Seitz-?,Manfrotto-?,Ptgui-?
HelgeKippenberg,Canon-300D,Peleng-8mm,?,?,?
BlazKodelja,Samsung-GX10,Samsung-18to55,?,?,?
WimKoornneef,Canon-5D,Tokina-10to17mm-Shaved,NodalNinja-5Beta,Feisol-TravellerCT3441,PtguiPro-7.5
RandyKosek,Canon-5D,Canon-15mm,360precision,Manfrotto-?,?
ErikKrause,Nikon-CP5200,?,?,?,Ptgui-?
MarkusKrueger,Canon-5D,Sigma-8mm,?,?,?
JanKurschewitz,Canon-400D,Canon-10to22mm,NodalNinja-3,Manfrotto-?,RealvizStitcher-5.5
StefanKuzmanov,Canon-1DSmark2,Canon-15mm,360precision,Benro-C427,?
JuhaniLaiho,Nikon-D40x,Nikkor-10.5mm,Peaceriver-3Sixty,Gitzo-G1228,PTmac-?
JeanGuyLathuiliere,Canon-5D,Nikkor-10.5mm,Panosaurus,Manfrotto-?,RealvizStitcher-5.5
TomLechner,Nikon-D70,Nikkor-10.5mm,none,handheld,?
JesseLee,Canon-400D,Sigma-8mm,NodalNinja-3,yes,?
BrooksLeffler,Nikon-D40x,Sigma-8mm,custom,yes,Ptgui-7.4
JohnLKLeith,Nikon-D50,?,Panosaurus,Velbon-?,?
JookLeung,Canon-5D,Tokina-10to17mm,?,?,?
YuvalLevy
YischonLiaw
GangLiu
JoakimLoeber,Nikon-CP5000,Nikon-FCE8,Manfrotto-QTVR,?,Ptgui-?
PacoLorente,Nikon-F80,Sigma-15mm,none,handheld,Ptgui-?
BoLorentzen,Olympus-E3,Zuiko-8mm,LensRing-BoPhoto,Gitzo-1027,Ptgui-?
SergeMaandag,Nikon-D70s,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,PtguiPro-?
RobertoMancuso,Nikon-D70s,Nikkor-10.5mm,Agnos-cubic,Feisol-?,Ptgui-?
KeithMartin,Fuji-S5Pro,Nikkor-10.5mm,360precision,Calumet-?,?
JohnMcKenzieMcIntosh,Nikon-D200,Nikkor-12to24mm,Manfrotto-302,Manfrotto-190,QTVRAS
WalterMoffka,Canon-350D,Peleng-8mm,Manfrotto-303sph,Manfrotto-055,PTmac-?
GregoryMoine,Nikon-D70s,Nikkor-10.5mm,360precision,Manfrotto-755B,Ptgui-?
LennartMollerstrom,Pentax-K100D,Pentax-DA10to17mm,custom,Benro-?,Hugin
MikeMorper,Canon-20D,Canon17to85mm,Manfrotto-303sph,Manfrotto-?,Calico-?
NakaokaHideto
JoachimNickel,Nikon-D300,Nikkor-10.5mm,?,?,RealvizStitcher-?
BjornKareNilssen,Olympus-C7070,Raynox-DCR185,NodalNinja-3,?,PtguiPro-7.5
AkilaNinomiya,Canon-350D,Sigma-8mm,Agnos-MRotatorTCS,?,PtguiPro-?
JakobNorstedtMoberg,Kodak-DCSPro,Nikkor-10.5mm-Shaved,Agnos-MRotatorTCP,yes,?
PeterNyfeler,Nikon-D300,Nikkor-10.5mm,Manfrotto-303sph,?,Ptgui-7.5
PeterODonnell,Canon-5D,Canon-15mm,NodalNinja-?,Manfrotto-LightStand,RealvizStitcher-?
VincentOgloblinsky,Pentax-istDL,Pentax-DA10to17mm,Manfrotto-300n,Manfrotto-?,?
MarkusOrtner,Canon-30D,Peleng-8mm,NodalNinja-?,Manfrotto-055,?
PaulPalmer,Nikon-D70s,Nikkor-10.5mm,NodalNinja-3,Manfrotto-055,PtguiPro-?
HubertPawlowski,Canon-350D,Sigma-8mm,NodalNinja-3,Manfrotto-?,Autopano
MarkPearson,Canon-400D,Sigma-8mm,none,handheld,?
LauraPearson,Canon-20D,Sigma-8mm,Manfrotto-?,Manfrotto-?,?
JuliePecenco,Nikon-D70,Nikkor-10.5mm,KingPano,Manfrotto-3021,Ptgui-?
StevePendleton,Canon-20D,Sigma-8mm,NodalNinja-3,Manfrotto-190,PtguiPro-?
SebPerezDuarte,Nikon-D200,Nikkor-10.5mm,NodalNinja-3,Manfrotto-505,Hugin
PiotrPopik,Canon-20D,Peleng-8mm,?,?,Ptgui-4.1
VladimirPopov,Pentax-MZ5,Zenitar-16mm,?,yes,PanoTools
BrunoPostle,Nikon-D100,Peleng-8mm,none,handheld,Hugin
TommyPoung,Nikon-D80,?,?,?,?
CarstenRees,Canon-5D,Sigma-12to24mm,Manfrotto-303sph,?,RealvizStitcher-?
PeterRees,Nikon-D200,Nikkor-10.5mm,Manfrotto-303sph,?,RealvizStitcher-?
RobertReese,Nikon-D70,Sigma-8mm,Agnos-MRotatorTCP,?,PtguiPro-7.4
InakiRezola,Nikon-?,Nikkor-10.5mm,none,handheld,Ptgui-?
RolfRis,Nikon-D70,Nikkor-10.5mm,NodalNinja-3,Manfrotto-055,PtGui-?
RandyRogers,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,?,RealvizStitcher-?
PatRooney,Canon-40D,Sigma-8mm,NodalNinja-3,?,?
GeorgeRow,Canon-5D,Zenitar-16mm,Kaidan-Kiwi,?,Hugin
RusuLaurentiu
PeterRyder
GerardoSanchez,Nikon-D80,Sigma-8mm,NodalNinja-?,yes,Ptgui-?
DavidSchaubert,Canon-400D,Peleng-8mm,?,Velbon-VGB3,Ptgui-?
MarioWSchild,Nikon-?,Nikkor-8mm,none,Manfrotto-Monopod,Ptgui-?
JimScott,Nikon-D70,Nikkor-10.5mm,Kaidan-QuickPanIV,yes,RealvizStitcher-5.6
SasaSekulic,Nikon-D50,Sigma-14mm,Manfrotto-303sph,Manfrotto-055,?
NormanShapiro,Nikon-D70,Nikkor-10.5mm,custom,?,PTmac-?
PhilipSilver
AaronSpence,Nikon-D200,Nikkor-10.5mm,360precision,Manfrotto-?,?
AlexanderSpielberg,Canon-400D,Peleng-8mm,none,Monopod,?
ShawnSteigner,Canon-30D,Nikkor-10.5mm,Manfrotto-300n,Monopod,Ptgui-?
TomStriewisch,Canon-5D,Nikkor-10.5mm,Wasserrohrschelle,yes,Ptgui-?
KenStuart,Nikon-D70,Nikkor-10.5mm,?,?,Ptgui-?
PatSwovelin,Canon-300D,Peleng-8mm,NodalNinja-5Beta,Manfrotto-190,PtguiPro-7.4
YoshitoTakagi,Canon-5D,Sigma-15mm,360precision,yes,?
MichelThoby,Canon-5D,Tokina-10to17mm,?,Manfrotto-190,?
DuduTresca,Canon-20D,Peleng-8mm,none,handheld,Ptgui-?
IanTrowbridge,Nikon-D200,Nikkor-10.5mm,NodalNinja-?,Feisol-?,?
TommyTurner,Canon-300D,Sigma-8mm,Manfrotto-303sph,?,PtguiPro-7.3
PeterVandehaar,Minolta-Dynax7D,Sigma-8mm,NodalNinja-?,Velbon-?,Hugin
AndrewVarlamov,Pentax-istDS,Pentax-DA10to17mm,Manfrotto-303sph,Manfrotto-?,Ptgui-7.3
GarretVeley,Canon-5D,Canon-15mm,NodalNinja-3,?,Ptgui-?
JoachimVollmer,Fuji-S3Pro,Nikkor-10.5mm,custom,yes,Ptgui-?
RichardWall,Nikon-D40,Nikkor-10.5mm,?,yes,Ptgui-?
JimWatters,Nikon-D70s,Nikkor-10.5mm,custom,Manfrotto-?,Ptgui-?
SimonWheaton,Canon-350D,Canon-10to22mm,Acratech,Gitzo-G1227,Ptgui-?
RobinWilson,Canon-350D,Sigma-8mm,?,?,PTmac-?
ChrisWitzani,Nikon-D70s,Nikkor-10.5mm,?,?,Ptgui-?
JanvanderWoning,Nikon-D70,Nikkor-10.5mm,NodalNinja-?,Gitzo-?,Photoshop
MattWronkiewicz,Canon-Optura30,?,?,Manfrotto-?,Hugin
KeijiYokotani,Canon-350D,Sigma-8mm,Kaidan-QuickPanIV,?,PTmac-?
WalkerYoung,Canon-20D,Sigma-8mm,?,?,Ptgui-?
FungYu
VictorZaveduk,Nikon-D80,Nikkor-10.5mm,NodalNinja-3,Manfrotto-?,PtguiPro-7.5
KresimirZimonic,Canon-PowerShotA710,builtin,?,?,?
